post_id,thread_id,parent_post_id,student_id,week,timestamp,text
F1020,TH040,F0993,S043,6,2026-10-18T08:00:00,"Building on the post above, I think the storage function is doing a lot of work here. What I did not expect was the claim that the best notes are the ones you rewrite badly and then fix. In a fast lecture course I have been leaving a wide margin for questions I write after class, and the margin questions became my study guide. Do posted slides change what you should write? This one actually changed something about my week, which is rare."
F1021,TH043,F1016,S046,6,2026-10-17T08:00:00,"Coming back to an earlier comment on verbatim transcription. I keep coming back to the idea that reviewing notes without transforming them does very little. When I started comparing my notes with a classmate the next day, my notes got shorter and much more useful. I have already sent this one to a colleague."
F1022,TH040,F0928,S039,6,2026-10-15T17:53:02,"Building on the post above, I think what notes are actually for is doing a lot of work here. I keep coming back to the idea that note structure should mirror the structure of the argument."
F1023,TH040,F1000,S039,6,2026-10-18T08:00:00,"Building on the post above, I think the encoding function is doing a lot of work here. If I followed the chapter, handwriting helps mainly because it forces you to be selective. I spent two weeks leaving a wide margin for questions I write after class, and my notes got shorter and much more useful. Where I get stuck is that we cannot see what students do with notes after the study ends."
F1024,TH040,F0987,S023,6,2026-10-18T17:53:04,"Adding a small counterexample to what has been said about the storage function. Stated plainly, notes that are complete are often notes that were never processed. How do you take notes on a reading that is already well organized?"
F1025,TH040,F0987,S057,6,2026-10-18T09:15:18,"I am not sure I follow the argument about the storage function yet. I would say reviewing notes without transforming them does very little, at least for the kind of material we work with."
F1026,TH043,F0907,S046,6,2026-10-14T15:35:11,"This thread is helping me see the storage function more clearly. The reading argues that reviewing notes without transforming them does very little, and I think that is right."
F1027,TH040,F1023,S044,6,2026-10-18T14:57:03,This thread is helping me see generative note-taking more clearly. My takeaway is that reviewing notes without transforming them does very little. One limit worth naming is that most studies look at one lecture rather than a semester. Would you design a course around the storage function?
F1028,TH040,F1018,S093,6,2026-10-18T21:35:59,"I will take the other side on revision passes, mostly to see what happens. I would say the encoding benefit happens while you write and not while you read, at least for the kind of material we work with. I would want to know more before generalizing, since we cannot see what students do with notes after the study ends. I finished this a little annoyed, which may be my own week talking."
F1029,TH040,F1020,S114,6,2026-10-18T13:25:23,"This framing of revision passes lines up with my own experience. I would say the best notes are the ones you rewrite badly and then fix, at least for the kind of material we work with. Last week I tried limiting myself to one page per lecture on purpose, and the summary was where I discovered what I had missed. I would want to know more before generalizing, since the laptop versus longhand studies have not replicated cleanly."
F1030,TH044,F0970,S046,6,2026-10-16T08:00:00,"I agree with the earlier point about what notes are actually for, but I want to push on one piece. What I did not expect was the claim that the encoding benefit happens while you write and not while you read. Does concept mapping help you or slow you down?"
F1031,TH040,F1018,S048,6,2026-10-18T21:34:31,"I read that section on selectivity while listening differently. If I followed the chapter, the best notes are the ones you rewrite badly and then fix. Where does what notes are actually for break down in your experience?"
F1032,TH040,F0981,S087,6,2026-10-16T07:59:26,"I will take the other side on the encoding function, mostly to see what happens. The authors seem to be saying that the best notes are the ones you rewrite badly and then fix. Last week I tried limiting myself to one page per lecture on purpose, and my notes got shorter and much more useful. That said, note quality is hard to score reliably."
F1033,TH040,F0993,S041,6,2026-10-17T23:45:00,"Coming back to an earlier comment on concept mapping. I would say reviewing notes without transforming them does very little, at least for the kind of material we work with. I would want to know more before generalizing, since the right strategy depends on whether slides are available. I left this reading more confused than when I started."
F1034,TH044,F0961,S056,6,2026-10-16T17:37:14,"Coming back to an earlier comment on revision passes. It looks like note structure should mirror the structure of the argument, though the evidence is not airtight. When I started rewriting my lecture notes as a concept map that evening, the margin questions became my study guide. I would want to know more before generalizing, since most studies look at one lecture rather than a semester. Do posted slides change what you should write?"
F1035,TH040,F1014,S002,6,2026-10-17T21:12:05,"I want to sit with the point about the encoding function for a second. My takeaway is that note structure should mirror the structure of the argument. I am holding this loosely, because students with accommodations may need transcription and that is fine."
F1036,TH044,F0955,S063,6,2026-10-15T18:40:24,"I had the opposite reaction to the claim about generative note-taking. I keep coming back to the idea that note structure should mirror the structure of the argument. The first time I tried coding my notes for claims, evidence, and open questions it felt slow, but our two versions disagreed in an informative way. Would you design a course around selectivity while listening?"
F1037,TH040,F0948,S054,6,2026-10-15T17:10:55,"I agree with the earlier point about what notes are actually for, but I want to push on one piece. It looks like the best notes are the ones you rewrite badly and then fix, though the evidence is not airtight. I tested this on myself by rewriting my lecture notes as a concept map that evening, and my notes got shorter and much more useful."
F1038,TH040,F1011,S055,6,2026-10-17T17:34:56,"Thank you for naming what bothered me about concept mapping. What I did not expect was the claim that notes that are complete are often notes that were never processed. During a fast lecture course I ended up leaving a wide margin for questions I write after class, and the summary was where I discovered what I had missed. Who benefits when we take what notes are actually for seriously, and who does not?"
F1039,TH040,F1009,S032,6,2026-10-18T20:18:55,"Two people above have said something useful about selectivity while listening. What I did not expect was the claim that the encoding benefit happens while you write and not while you read. Last week I tried leaving a wide margin for questions I write after class, and I stopped transcribing and started listening. I would want to know more before generalizing, since most studies look at one lecture rather than a semester. This landed as advice for students who already have time."
F1040,TH042,F0986,S016,6,2026-10-16T20:34:31,"I agree with the earlier point about the encoding function, but I want to push on one piece. I keep coming back to the idea that note structure should mirror the structure of the argument. I gave coding my notes for claims, evidence, and open questions an honest try, and the margin questions became my study guide. One limit worth naming is that students with accommodations may need transcription and that is fine."
F1041,TH041,F0958,S112,6,2026-10-15T20:37:04,"I read that section on concept mapping differently. If I followed the chapter, notes that are complete are often notes that were never processed."
F1042,TH040,F0980,S045,6,2026-10-17T09:56:21,"This thread is helping me see concept mapping more clearly. The reading argues that handwriting helps mainly because it forces you to be selective, and I think that is right."
F1043,TH040,F1029,S101,6,2026-10-18T17:22:09,"I am not sure I follow the argument about generative note-taking yet. If I followed the chapter, handwriting helps mainly because it forces you to be selective. During a class where slides were posted afterward I ended up writing a three sentence summary at the bottom of each page, and I stopped transcribing and started listening."
F1044,TH044,F0990,S055,6,2026-10-16T23:08:23,"Yes to all of this, and I want to add one thing about the storage function. If I followed the chapter, note structure should mirror the structure of the argument. I gave coding my notes for claims, evidence, and open questions an honest try, and our two versions disagreed in an informative way. I am holding this loosely, because we cannot see what students do with notes after the study ends."
F1045,TH045,F0929,S009,6,2026-10-15T17:07:34,"This thread is helping me see the storage function more clearly. I would say handwriting helps mainly because it forces you to be selective, at least for the kind of material we work with. Something similar happened in a class where slides were posted afterward when I was leaving a wide margin for questions I write after class, since I stopped transcribing and started listening. What would change your mind about generative note-taking?"
F1046,TH040,F0989,S102,6,2026-10-16T08:00:00,"Coming back to an earlier comment on the encoding function. What seems clear to me is that the encoding benefit happens while you write and not while you read. Last week I tried coding my notes for claims, evidence, and open questions, and our two versions disagreed in an informative way."
F1047,TH040,F1001,S012,6,2026-10-18T20:45:49,"Building on the post above, I think generative note-taking is doing a lot of work here. I would say the best notes are the ones you rewrite badly and then fix, at least for the kind of material we work with. One limit worth naming is that note quality is hard to score reliably. Should we teach note-taking explicitly in first year courses?"
F1048,TH040,F1023,S041,6,2026-10-18T17:27:51,"I will take the other side on verbatim transcription, mostly to see what happens. What I did not expect was the claim that the encoding benefit happens while you write and not while you read. This is probably context dependent, given that the right strategy depends on whether slides are available. Has anyone found a note system that survives a heavy week? This is the first reading that felt written for practitioners."
F1049,TH040,F1025,S099,6,2026-10-18T09:44:13,"I will take the other side on generative note-taking, mostly to see what happens. If I followed the chapter, handwriting helps mainly because it forces you to be selective. I spent two weeks comparing my notes with a classmate the next day, and our two versions disagreed in an informative way."
F1050,TH039,F0949,S044,6,2026-10-14T14:17:12,"Coming back to an earlier comment on what notes are actually for. It looks like the encoding benefit happens while you write and not while you read, though the evidence is not airtight. That said, students with accommodations may need transcription and that is fine."
F1051,TH044,F0979,S072,6,2026-10-16T23:08:09,"I had the opposite reaction to the claim about the encoding function. What I did not expect was the claim that the encoding benefit happens while you write and not while you read. The first time I tried rewriting my lecture notes as a concept map that evening it felt slow, but the summary was where I discovered what I had missed. That said, the laptop versus longhand studies have not replicated cleanly."
F1052,TH040,F1047,S097,6,2026-10-18T21:33:26,"Yes to all of this, and I want to add one thing about concept mapping. I would say handwriting helps mainly because it forces you to be selective, at least for the kind of material we work with. When I started coding my notes for claims, evidence, and open questions, our two versions disagreed in an informative way. Does concept mapping help you or slow you down?"
F1053,TH039,F0984,S039,6,2026-10-14T08:00:00,"I had the opposite reaction to the claim about generative note-taking. I would say the best notes are the ones you rewrite badly and then fix, at least for the kind of material we work with. I gave coding my notes for claims, evidence, and open questions an honest try, and the summary was where I discovered what I had missed. This is probably context dependent, given that the right strategy depends on whether slides are available. What does your revision pass actually look like? The writing made a simple idea feel complicated."
F1054,TH040,F1004,S112,6,2026-10-18T08:00:00,"Yes to all of this, and I want to add one thing about revision passes. The strongest version of the argument is that note structure should mirror the structure of the argument."
F1055,TH039,F0919,S040,6,2026-10-15T08:00:00,"Coming back to an earlier comment on revision passes. The authors seem to be saying that the best notes are the ones you rewrite badly and then fix. When I started rewriting my lecture notes as a concept map that evening, I stopped transcribing and started listening. I am holding this loosely, because students with accommodations may need transcription and that is fine."
F1056,TH040,F0978,S040,6,2026-10-15T19:07:26,"Building on the post above, I think the storage function is doing a lot of work here. The authors seem to be saying that note structure should mirror the structure of the argument. Something similar happened in an online asynchronous class when I was writing a three sentence summary at the bottom of each page, since the margin questions became my study guide. The caveat for me is that the right strategy depends on whether slides are available."
F1057,TH040,F1015,S103,6,2026-10-17T18:00:37,"Building on the post above, I think the storage function is doing a lot of work here. I would say note structure should mirror the structure of the argument, at least for the kind of material we work with. The first time I tried writing a three sentence summary at the bottom of each page it felt slow, but I stopped transcribing and started listening. My hesitation is that note quality is hard to score reliably."
F1058,TH040,F1039,S019,6,2026-10-18T21:33:24,"Adding a small counterexample to what has been said about the storage function. I would say reviewing notes without transforming them does very little, at least for the kind of material we work with. I am holding this loosely, because the laptop versus longhand studies have not replicated cleanly."
F1059,TH043,F1013,S046,6,2026-10-16T12:14:57,"This framing of what notes are actually for lines up with my own experience. What seems clear to me is that the best notes are the ones you rewrite badly and then fix. During a class where slides were posted afterward I ended up rewriting my lecture notes as a concept map that evening, and the summary was where I discovered what I had missed. What would you want to see before you trusted verbatim transcription?"
F1060,TH044,F0955,S076,6,2026-10-16T08:00:00,"I want to sit with the point about the encoding function for a second. Stated plainly, reviewing notes without transforming them does very little. When I started comparing my notes with a classmate the next day, my notes got shorter and much more useful. One limit worth naming is that the laptop versus longhand studies have not replicated cleanly. Has anyone found a note system that survives a heavy week? This gave me language for something I had only felt."
F1061,TH042,F0997,S019,6,2026-10-16T19:36:35,"Building on the post above, I think verbatim transcription is doing a lot of work here. The part that convinced me is that notes that are complete are often notes that were never processed. The first time I tried coding my notes for claims, evidence, and open questions it felt slow, but I stopped transcribing and started listening. My hesitation is that most studies look at one lecture rather than a semester. What would you want to see before you trusted the storage function?"
F1062,TH040,F0936,S045,6,2026-10-16T09:37:08,"This framing of what notes are actually for lines up with my own experience. The part that convinced me is that note structure should mirror the structure of the argument. I tested this on myself by leaving a wide margin for questions I write after class, and I stopped transcribing and started listening. The caveat for me is that note quality is hard to score reliably. Does generative note-taking look different in an online course?"
F1063,TH040,F1028,S016,6,2026-10-18T21:36:00,"This thread is helping me see what notes are actually for more clearly. My takeaway is that reviewing notes without transforming them does very little. Something similar happened in my methods course when I was coding my notes for claims, evidence, and open questions, since the map showed two ideas I had recorded as unrelated. Would you design a course around selectivity while listening?"
F1064,TH042,F0999,S023,6,2026-10-16T21:53:20,"I will take the other side on the encoding function, mostly to see what happens. The strongest version of the argument is that the encoding benefit happens while you write and not while you read. I gave writing a three sentence summary at the bottom of each page an honest try, and I stopped transcribing and started listening."
F1065,TH044,F1060,S065,6,2026-10-16T16:56:37,"This framing of verbatim transcription lines up with my own experience. The reading argues that note structure should mirror the structure of the argument, and I think that is right. Does concept mapping help you or slow you down?"
F1066,TH040,F1004,S009,6,2026-10-18T08:00:00,"Coming back to an earlier comment on what notes are actually for. The strongest version of the argument is that note structure should mirror the structure of the argument. This one actually changed something about my week, which is rare."
F1067,TH040,F1048,S112,6,2026-10-18T19:50:03,"I am not sure I follow the argument about revision passes yet. Stated plainly, the best notes are the ones you rewrite badly and then fix."
F1068,TH040,F1029,S057,6,2026-10-18T19:51:28,"Building on the post above, I think the storage function is doing a lot of work here. What I did not expect was the claim that the encoding benefit happens while you write and not while you read. I spent two weeks rewriting my lecture notes as a concept map that evening, and I stopped transcribing and started listening. This is the first reading that felt written for practitioners."
F1069,TH040,F0924,S005,6,2026-10-16T11:59:09,Coming back to an earlier comment on concept mapping. The part that convinced me is that the encoding benefit happens while you write and not while you read.
F1070,TH040,F1025,S093,6,2026-10-18T11:19:48,"Building on the post above, I think concept mapping is doing a lot of work here. I would say handwriting helps mainly because it forces you to be selective, at least for the kind of material we work with. How would you even measure the encoding function in a real classroom?"
F1071,TH042,F0986,S030,6,2026-10-17T13:25:34,"I will take the other side on revision passes, mostly to see what happens. What seems clear to me is that note structure should mirror the structure of the argument. In a course taught mostly through examples I have been leaving a wide margin for questions I write after class, and my notes got shorter and much more useful. Where I get stuck is that we cannot see what students do with notes after the study ends. How do you take notes on a reading that is already well organized?"
F1072,TH040,F1039,S050,6,2026-10-18T20:51:45,"This thread is helping me see concept mapping more clearly. The part that convinced me is that notes that are complete are often notes that were never processed. Last week I tried limiting myself to one page per lecture on purpose, and the summary was where I discovered what I had missed. My hesitation is that students with accommodations may need transcription and that is fine. Does concept mapping help you or slow you down?"
F1073,TH040,F1025,S090,6,2026-10-18T14:29:30,"Building on the post above, I think the storage function is doing a lot of work here. What seems clear to me is that reviewing notes without transforming them does very little. My hesitation is that students with accommodations may need transcription and that is fine. What would change your mind about the storage function?"
F1074,TH040,F1024,S093,6,2026-10-18T21:34:51,"I will take the other side on generative note-taking, mostly to see what happens. If I followed the chapter, the encoding benefit happens while you write and not while you read. I spent two weeks rewriting my lecture notes as a concept map that evening, and our two versions disagreed in an informative way."
F1075,TH044,F1060,S063,6,2026-10-16T17:56:07,"I want to sit with the point about revision passes for a second. The strongest version of the argument is that the encoding benefit happens while you write and not while you read. I gave coding my notes for claims, evidence, and open questions an honest try, and the map showed two ideas I had recorded as unrelated. Does concept mapping help you or slow you down?"
F1076,TH042,F0956,S064,6,2026-10-15T16:14:04,"Building on the post above, I think the storage function is doing a lot of work here. What I did not expect was the claim that the best notes are the ones you rewrite badly and then fix. That said, we cannot see what students do with notes after the study ends."
F1077,TH040,F1035,S026,6,2026-10-18T07:07:10,"I want to sit with the point about verbatim transcription for a second. I would say the best notes are the ones you rewrite badly and then fix, at least for the kind of material we work with. When I started coding my notes for claims, evidence, and open questions, our two versions disagreed in an informative way."
F1078,TH044,F0990,S055,6,2026-10-16T23:16:50,"I want to sit with the point about what notes are actually for for a second. Stated plainly, reviewing notes without transforming them does very little. I gave leaving a wide margin for questions I write after class an honest try, and the summary was where I discovered what I had missed. The caveat for me is that the right strategy depends on whether slides are available. How would you explain verbatim transcription to a first year student? I liked that the authors admitted what they could not explain."
F1079,TH037,F0901,S007,6,2026-10-13T21:41:51,"I will take the other side on revision passes, mostly to see what happens. If I followed the chapter, notes that are complete are often notes that were never processed. Something similar happened in my methods course when I was comparing my notes with a classmate the next day, since our two versions disagreed in an informative way."
F1080,TH040,F0913,S033,6,2026-10-15T17:25:57,This framing of the encoding function lines up with my own experience. My takeaway is that the encoding benefit happens while you write and not while you read. My hesitation is that most studies look at one lecture rather than a semester.
F1081,TH040,F1067,S039,6,2026-10-18T21:35:51,"Two people above have said something useful about concept mapping. What seems clear to me is that the encoding benefit happens while you write and not while you read. Something similar happened in an online asynchronous class when I was leaving a wide margin for questions I write after class, since the margin questions became my study guide. Do posted slides change what you should write?"
F1082,TH042,F0934,S107,6,2026-10-14T11:04:44,Adding a small counterexample to what has been said about the storage function. The part that convinced me is that the encoding benefit happens while you write and not while you read. One limit worth naming is that students with accommodations may need transcription and that is fine. I have already sent this one to a colleague.
F1083,TH040,F1058,S048,6,2026-10-18T21:35:59,"Thank you for naming what bothered me about revision passes. I keep coming back to the idea that handwriting helps mainly because it forces you to be selective. Last week I tried leaving a wide margin for questions I write after class, and the margin questions became my study guide. That said, the laptop versus longhand studies have not replicated cleanly. What would you want to see before you trusted selectivity while listening?"
F1084,TH044,F0970,S100,6,2026-10-16T08:00:00,"Coming back to an earlier comment on concept mapping. If I followed the chapter, notes that are complete are often notes that were never processed. This is probably context dependent, given that note quality is hard to score reliably."
F1085,TH044,F1051,S051,6,2026-10-17T08:00:00,"This thread is helping me see revision passes more clearly. The reading argues that handwriting helps mainly because it forces you to be selective, and I think that is right. My hesitation is that the laptop versus longhand studies have not replicated cleanly."
F1086,TH040,F1039,S093,6,2026-10-18T21:35:59,"Coming back to an earlier comment on revision passes. If I followed the chapter, handwriting helps mainly because it forces you to be selective. Something similar happened in a fast lecture course when I was limiting myself to one page per lecture on purpose, since the map showed two ideas I had recorded as unrelated. Where I get stuck is that we cannot see what students do with notes after the study ends. Does generative note-taking look different in an online course?"
F1087,TH040,F1029,S048,6,2026-10-18T14:28:34,"Adding a small counterexample to what has been said about revision passes. The authors seem to be saying that notes that are complete are often notes that were never processed. In a class where slides were posted afterward I have been coding my notes for claims, evidence, and open questions, and our two versions disagreed in an informative way."
F1088,TH040,F0921,S044,6,2026-10-16T08:00:00,"Building on the post above, I think revision passes is doing a lot of work here. What seems clear to me is that handwriting helps mainly because it forces you to be selective. Where does what notes are actually for break down in your experience?"
F1089,TH040,F1063,S117,6,2026-10-18T21:36:01,"I will take the other side on the encoding function, mostly to see what happens. If I followed the chapter, note structure should mirror the structure of the argument. I tested this on myself by limiting myself to one page per lecture on purpose, and the summary was where I discovered what I had missed. Where I get stuck is that the right strategy depends on whether slides are available. How do you take notes on a reading that is already well organized?"
F1090,TH042,F0988,S030,6,2026-10-15T08:00:00,"I will take the other side on concept mapping, mostly to see what happens. The strongest version of the argument is that notes that are complete are often notes that were never processed. I gave comparing my notes with a classmate the next day an honest try, and the map showed two ideas I had recorded as unrelated. I would want to know more before generalizing, since the laptop versus longhand studies have not replicated cleanly."
F1091,TH046,,S055,7,2026-10-21T23:56:30,"I have been thinking about sleep debt since the reading. I would say napping helps but does not repay a week of short nights, at least for the kind of material we work with. Where does the tradeoff between one more hour and one more cycle break down in your experience?"
F1092,TH047,,S035,7,2026-10-21T19:48:50,"Quick question for the group about social jetlag. I keep coming back to the idea that sleep debt shows up as attention lapses long before it feels like fatigue. I tested this on myself by putting my phone across the room after eleven, and my afternoon focus improved more than my evening focus did. I would want to know more before generalizing, since self reported sleep is not very accurate. What would you want to see before you trusted the tradeoff between one more hour and one more cycle?"
F1093,TH048,,S098,7,2026-10-21T07:55:43,"I want to open a thread on circadian timing. It looks like we treat sleep as a lifestyle choice when it is a study strategy, though the evidence is not airtight. What would you do with sleep data if you had it?"
F1094,TH049,,S089,7,2026-10-19T22:42:29,"I came into this week fairly skeptical about attention lapses. The authors seem to be saying that consolidation is part of learning and not a break from it. The first time I tried moving my last study block an hour earlier for two weeks it felt slow, but my afternoon focus improved more than my evening focus did. One limit worth naming is that telling a working student to sleep more can land as a judgment."
F1095,TH050,,S077,7,2026-10-21T10:10:29,Reading about slow wave sleep made me rethink how I study. What I did not expect was the claim that we treat sleep as a lifestyle choice when it is a study strategy. How do you protect sleep in a week with three deadlines? Really glad this was assigned.
F1096,TH051,,S063,7,2026-10-21T12:01:26,I have been thinking about circadian timing since the reading. What I did not expect was the claim that consolidation is part of learning and not a break from it. One limit worth naming is that the lab studies use young adults with no other obligations. What would you want to see before you trusted attention lapses?
F1097,TH052,,S023,7,2026-10-21T21:59:38,I keep circling back to the discussion of memory consolidation. I keep coming back to the idea that consolidation is part of learning and not a break from it. What would you want to see before you trusted social jetlag?
F1098,TH053,,S073,7,2026-10-20T01:19:27,"I came into this week fairly skeptical about the tradeoff between one more hour and one more cycle. I keep coming back to the idea that consolidation is part of learning and not a break from it. I am holding this loosely, because sleep advice assumes a schedule that many students do not control."
F1099,TH054,,S103,7,2026-10-20T18:17:22,"The authors seem to be saying that the last two hours of studying are often worth less than the sleep they cost. I tested this on myself by moving my last study block an hour earlier for two weeks, and I lost an hour of studying and gained a much better quiz. How do you talk about sleep without moralizing about it?"
F1100,TH054,F1099,S005,7,2026-10-21T07:18:29,"I had the opposite reaction to the claim about circadian timing. I keep coming back to the idea that napping helps but does not repay a week of short nights. I would want to know more before generalizing, since caregiving and shift work make fixed schedules impossible. What would you want to see before you trusted sleep debt?"
F1101,TH054,F1099,S113,7,2026-10-21T08:00:00,"Building on the post above, I think sleep debt is doing a lot of work here. The reading argues that napping helps but does not repay a week of short nights, and I think that is right. When I started protecting seven hours on the nights before quizzes, the first week was rough and the second was clearly better. Where I get stuck is that the correlational studies cannot separate sleep from stress. Great thread, everyone."
F1102,TH047,F1092,S055,7,2026-10-21T23:29:48,"Two people above have said something useful about attention lapses. I would say napping helps but does not repay a week of short nights, at least for the kind of material we work with. I spent two weeks keeping a fixed wake time even on weekends, and the difference was smaller than I hoped but it was real. One limit worth naming is that self reported sleep is not very accurate. How would you even measure the tradeoff between one more hour and one more cycle in a real classroom?"
F1103,TH052,F1097,S092,7,2026-10-21T23:10:55,"I will take the other side on sleep debt, mostly to see what happens. I keep coming back to the idea that sleep debt shows up as attention lapses long before it feels like fatigue. The first time I tried keeping a fixed wake time even on weekends it felt slow, but I lost an hour of studying and gained a much better quiz. The caveat for me is that self reported sleep is not very accurate."
F1104,TH054,F1101,S031,7,2026-10-21T11:43:56,"I agree with the earlier point about memory consolidation, but I want to push on one piece. Stated plainly, an early class schedule fights the circadian rhythm of most undergraduates. It is worth remembering that sleep advice assumes a schedule that many students do not control."
F1105,TH054,F1100,S043,7,2026-10-22T08:00:00,"Building on the post above, I think sleep as a study strategy is doing a lot of work here. The part that convinced me is that napping helps but does not repay a week of short nights. In finals week I have been putting my phone across the room after eleven, and I lost an hour of studying and gained a much better quiz. What would you do with sleep data if you had it?"
F1106,TH054,F1105,S057,7,2026-10-22T21:00:49,"This framing of sleep debt lines up with my own experience. My takeaway is that sleep debt shows up as attention lapses long before it feels like fatigue. When I started keeping a fixed wake time even on weekends, the first week was rough and the second was clearly better. Who benefits when we take social jetlag seriously, and who does not? The sample felt too narrow for the size of the claim."
F1107,TH052,F1097,S090,7,2026-10-22T08:00:00,"I agree with the earlier point about sleep as a study strategy, but I want to push on one piece. It looks like an early class schedule fights the circadian rhythm of most undergraduates, though the evidence is not airtight. The caveat for me is that the lab studies use young adults with no other obligations."
F1108,TH054,F1100,S058,7,2026-10-21T10:28:12,"Building on the post above, I think slow wave sleep is doing a lot of work here. If I followed the chapter, consolidation is part of learning and not a break from it. I gave keeping a fixed wake time even on weekends an honest try, and my weekend recovery sleep stopped wrecking Monday. I would want to know more before generalizing, since sleep advice assumes a schedule that many students do not control. Would you design a course around circadian timing?"
F1109,TH048,F1093,S069,7,2026-10-21T11:50:09,"Coming back to an earlier comment on the tradeoff between one more hour and one more cycle. The part that convinced me is that napping helps but does not repay a week of short nights. The first time I tried trading my late night session for an early morning one it felt slow, but I lost an hour of studying and gained a much better quiz. Where I get stuck is that telling a working student to sleep more can land as a judgment. What would change your mind about social jetlag?"
F1110,TH047,F1092,S065,7,2026-10-22T08:00:00,Adding a small counterexample to what has been said about attention lapses. What seems clear to me is that the last two hours of studying are often worth less than the sleep they cost. Would you design a course around slow wave sleep?
F1111,TH054,F1099,S097,7,2026-10-21T08:00:00,"Building on the post above, I think social jetlag is doing a lot of work here. The authors seem to be saying that we treat sleep as a lifestyle choice when it is a study strategy. It is worth remembering that sleep advice assumes a schedule that many students do not control. Who benefits when we take the tradeoff between one more hour and one more cycle seriously, and who does not?"
F1112,TH052,F1097,S057,7,2026-10-22T08:32:58,"Building on the post above, I think attention lapses is doing a lot of work here. The authors seem to be saying that napping helps but does not repay a week of short nights. Last week I tried reviewing the hardest material right before sleeping, and the first week was rough and the second was clearly better. My hesitation is that the correlational studies cannot separate sleep from stress. Who benefits when we take memory consolidation seriously, and who does not?"
F1113,TH054,F1100,S058,7,2026-10-21T10:11:11,"I will take the other side on the tradeoff between one more hour and one more cycle, mostly to see what happens. The strongest version of the argument is that we treat sleep as a lifestyle choice when it is a study strategy. I gave protecting seven hours on the nights before quizzes an honest try, and I lost an hour of studying and gained a much better quiz. Has anyone actually shifted their schedule and kept it?"
F1114,TH054,F1106,S093,7,2026-10-22T23:35:23,"This thread is helping me see sleep debt more clearly. I keep coming back to the idea that the last two hours of studying are often worth less than the sleep they cost. In the weeks I was commuting I have been protecting seven hours on the nights before quizzes, and my afternoon focus improved more than my evening focus did. Who benefits when we take slow wave sleep seriously, and who does not?"
F1115,TH054,F1101,S086,7,2026-10-22T08:00:00,"This thread is helping me see the tradeoff between one more hour and one more cycle more clearly. If I followed the chapter, sleep debt shows up as attention lapses long before it feels like fatigue. The first time I tried protecting seven hours on the nights before quizzes it felt slow, but the first week was rough and the second was clearly better. Does memory consolidation look different in an online course?"
F1116,TH051,F1096,S089,7,2026-10-22T15:32:52,"I am not sure I follow the argument about sleep as a study strategy yet. The strongest version of the argument is that sleep debt shows up as attention lapses long before it feels like fatigue. Who benefits when we take sleep debt seriously, and who does not?"
F1117,TH054,F1100,S039,7,2026-10-21T18:52:07,"I am not sure I follow the argument about sleep debt yet. The reading argues that consolidation is part of learning and not a break from it, and I think that is right. Last week I tried trading my late night session for an early morning one, and I stopped rereading the same paragraph four times. What would you want to see before you trusted slow wave sleep?"
F1118,TH054,F1115,S039,7,2026-10-22T16:05:53,"Yes to all of this, and I want to add one thing about sleep debt. The authors seem to be saying that an early class schedule fights the circadian rhythm of most undergraduates."
F1119,TH054,F1100,S045,7,2026-10-21T07:58:20,"Coming back to an earlier comment on sleep debt. I would say the last two hours of studying are often worth less than the sleep they cost, at least for the kind of material we work with. How would you even measure sleep debt in a real classroom? Honestly, this was the most useful reading of the semester so far."
F1120,TH054,F1117,S105,7,2026-10-22T08:00:00,Two people above have said something useful about circadian timing. The strongest version of the argument is that consolidation is part of learning and not a break from it. One limit worth naming is that the correlational studies cannot separate sleep from stress. How do you talk about sleep without moralizing about it? I wanted the authors to say what they would actually do on Monday.
F1121,TH054,F1120,S039,7,2026-10-23T08:00:00,"Yes to all of this, and I want to add one thing about sleep as a study strategy. If I followed the chapter, we treat sleep as a lifestyle choice when it is a study strategy. Last week I tried reviewing the hardest material right before sleeping, and the difference was smaller than I hoped but it was real."
F1122,TH054,F1120,S017,7,2026-10-22T10:03:42,"Two people above have said something useful about social jetlag. The part that convinced me is that the last two hours of studying are often worth less than the sleep they cost. Something similar happened in a course with Tuesday deadlines when I was reviewing the hardest material right before sleeping, since my afternoon focus improved more than my evening focus did. Really glad this was assigned."
F1123,TH052,F1097,S090,7,2026-10-22T08:00:00,"Building on the post above, I think attention lapses is doing a lot of work here. It looks like the last two hours of studying are often worth less than the sleep they cost, though the evidence is not airtight. When I started keeping a fixed wake time even on weekends, the first week was rough and the second was clearly better. What would change your mind about social jetlag?"
F1124,TH054,F1105,S019,7,2026-10-22T13:23:17,"Two people above have said something useful about circadian timing. What seems clear to me is that an early class schedule fights the circadian rhythm of most undergraduates. In a stretch when I had a newborn at home I have been trading my late night session for an early morning one, and I lost an hour of studying and gained a much better quiz. This is probably context dependent, given that self reported sleep is not very accurate."
F1125,TH054,F1106,S019,7,2026-10-22T21:52:38,"Yes to all of this, and I want to add one thing about sleep debt. It looks like napping helps but does not repay a week of short nights, though the evidence is not airtight. I am holding this loosely, because the correlational studies cannot separate sleep from stress. What would change your mind about circadian timing?"
